date,temperature,precipitation,pet,flow_observed,snowprecip,snowmelt,snowpack,snow_water_equivalence,precip_minus_pet,flow_predicted,saturation_deficit_avgs
1981-12-14,-2.80,15.20,0.34,0.47,0.05,0.82,399.05,39.91,-0.29,0.04,37.77
1981-12-15,-2.50,35.60,0.34,20.47,0.05,0.82,754.54,75.45,-0.29,0.04,44.60
1981-12-16,1.40,2.50,0.43,14.17,3.16,6.05,747.98,74.80,2.73,10.30,31.67
1981-12-17,-1.70,0.00,0.36,4.09,0.05,6.05,747.48,74.75,-0.31,0.67,4.25
1981-12-18,-3.10,0.00,0.33,2.36,0.05,6.05,746.97,74.70,-0.28,0.06,13.77
1981-12-19,-5.60,0.00,0.28,1.50,0.05,6.05,746.46,74.65,-0.23,0.05,22.45
1981-12-20,-7.80,0.00,0.24,1.02,0.05,6.05,745.95,74.60,-0.19,0.05,30.42
1981-12-21,-9.20,0.00,0.23,0.79,0.05,6.05,745.44,74.54,-0.18,0.04,37.77
1981-12-22,-7.80,0.00,0.24,0.76,0.05,6.05,744.94,74.49,-0.19,0.04,44.60
1981-12-23,1.10,5.10,0.43,5.35,5.66,5.06,739.37,73.94,5.23,3.57,33.52
1981-12-24,3.90,0.00,0.51,3.07,1.12,10.70,728.16,72.82,0.61,7.10,0.15
1981-12-25,1.10,0.00,0.43,1.81,0.35,3.02,724.63,72.46,-0.08,0.06,4.64
1981-12-26,-3.10,0.00,0.33,1.18,0.05,3.02,724.13,72.41,-0.28,0.06,14.15
1981-12-27,-1.90,2.50,0.35,1.81,0.05,3.02,748.62,74.86,-0.30,0.05,22.80
1981-12-28,-0.30,0.00,0.39,1.81,0.05,3.02,748.11,74.81,-0.34,0.05,30.74
1981-12-29,1.90,0.00,0.45,1.34,0.57,5.21,742.39,74.24,0.12,5.39,37.90
1981-12-30,-1.10,0.00,0.38,0.94,0.05,5.21,741.88,74.19,-0.33,0.04,44.60
1981-12-31,-2.80,0.00,0.34,0.74,0.05,5.21,741.37,74.14,-0.29,0.04,50.97
