date,temperature,precipitation,pet,flow_observed,snowprecip,snowmelt,snowpack,snow_water_equivalence,precip_minus_pet,flow_predicted,saturation_deficit_avgs
1981-03-21,-3.10,0.00,0.56,0.26,0.05,4.66,31.57,3.16,-0.51,0.04,38.36
1981-03-22,1.90,0.00,0.78,0.23,0.57,5.21,25.85,2.58,-0.21,0.04,45.14
1981-03-23,4.70,0.00,0.93,0.24,1.34,12.89,12.45,1.24,0.41,0.92,51.01
1981-03-24,2.80,0.00,0.83,0.22,0.82,7.68,4.26,0.43,-0.01,0.04,56.51
1981-03-25,5.30,0.00,0.98,0.20,0.43,4.26,0.00,0.00,-0.55,0.03,62.16
1981-03-26,2.50,0.00,0.83,0.18,0.00,0.00,0.00,0.00,-0.83,0.03,67.50
1981-03-27,5.00,0.00,0.98,0.23,0.00,0.00,0.00,0.00,-0.98,0.03,72.55
1981-03-28,6.70,0.00,1.09,0.14,0.00,0.00,0.00,0.00,-1.09,0.03,77.35
1981-03-29,8.90,0.00,1.26,0.16,0.00,0.00,0.00,0.00,-1.26,0.03,81.92
1981-03-30,13.90,10.20,1.74,0.76,10.20,0.00,0.00,0.00,8.46,5.57,48.29
1981-03-31,13.90,10.20,1.75,0.76,10.20,0.00,0.00,0.00,8.45,13.36,0.00
1981-04-01,14.70,15.20,1.85,1.73,15.20,0.00,0.00,0.00,13.35,12.94,0.01
1981-04-02,14.20,0.00,1.81,1.97,0.00,0.00,0.00,0.00,-1.81,0.67,4.25
1981-04-03,9.20,0.00,1.33,0.79,0.00,0.00,0.00,0.00,-1.33,0.06,13.77
1981-04-04,14.70,0.00,1.89,0.58,0.00,0.00,0.00,0.00,-1.89,0.05,22.45
1981-04-05,18.60,12.70,2.43,1.34,12.70,0.00,0.00,0.00,10.27,2.19,13.88
1981-04-06,12.80,0.00,1.71,1.97,0.00,0.00,0.00,0.00,-1.71,0.06,9.11
1981-04-07,4.40,0.00,1.02,1.02,0.00,0.00,0.00,0.00,-1.02,0.05,18.21
1981-04-08,8.60,0.00,1.33,0.61,0.00,0.00,0.00,0.00,-1.33,0.05,26.52
1981-04-09,13.90,0.00,1.86,0.54,0.00,0.00,0.00,0.00,-1.86,0.05,34.16
1981-04-10,12.20,0.00,1.69,0.46,0.00,0.00,0.00,0.00,-1.69,0.04,41.24
1981-04-11,12.50,2.50,1.73,0.40,2.50,0.00,0.00,0.00,0.77,6.55,46.84
1981-04-12,15.60,7.60,2.12,0.61,7.60,0.00,0.00,0.00,5.48,1.64,48.35
1981-04-13,8.10,2.50,1.34,0.54,2.50,0.00,0.00,0.00,1.16,0.32,45.59
1981-04-14,8.30,20.30,1.36,6.06,20.30,0.00,0.00,0.00,18.94,15.24,1.90
1981-04-15,6.90,0.00,1.26,3.86,0.00,0.00,0.00,0.00,-1.26,0.06,5.05
1981-04-16,3.10,0.00,1.00,1.89,0.00,0.00,0.00,0.00,-1.00,0.06,14.52
1981-04-17,9.40,0.00,1.49,0.87,0.00,0.00,0.00,0.00,-1.49,0.05,23.14
1981-04-18,12.80,0.00,1.85,0.72,0.00,0.00,0.00,0.00,-1.85,0.05,31.05
1981-04-19,15.30,0.00,2.18,0.53,0.00,0.00,0.00,0.00,-2.18,0.04,38.36
1981-04-20,12.50,0.00,1.84,0.46,0.00,0.00,0.00,0.00,-1.84,0.04,45.14
1981-04-21,6.10,0.00,1.25,0.32,0.00,0.00,0.00,0.00,-1.25,0.04,51.48
1981-04-22,3.30,0.00,1.05,0.29,0.00,0.00,0.00,0.00,-1.05,0.04,57.43
1981-04-23,8.90,7.60,1.50,0.68,7.60,0.00,0.00,0.00,6.10,1.91,57.55
1981-04-24,10.00,2.50,1.62,1.42,2.50,0.00,0.00,0.00,0.88,3.58,51.87
1981-04-25,12.50,0.00,1.90,1.18,0.00,0.00,0.00,0.00,-1.90,0.04,56.86
1981-04-26,6.70,0.00,1.33,1.26,0.00,0.00,0.00,0.00,-1.33,0.03,62.49
1981-04-27,10.60,0.00,1.71,1.26,0.00,0.00,0.00,0.00,-1.71,0.03,67.81
1981-04-28,12.50,0.00,1.93,1.50,0.00,0.00,0.00,0.00,-1.93,0.03,72.85
1981-04-29,15.60,0.00,2.36,1.73,0.00,0.00,0.00,0.00,-2.36,0.03,77.63
1981-04-30,15.30,0.00,2.33,1.10,0.00,0.00,0.00,0.00,-2.33,0.03,82.19
1981-05-01,12.20,5.10,1.93,1.02,5.10,0.00,0.00,0.00,3.17,2.00,80.46
1981-05-02,13.90,12.70,2.16,5.27,12.70,0.00,0.00,0.00,10.54,1.47,67.74
1981-05-03,10.60,0.00,1.77,3.23,0.00,0.00,0.00,0.00,-1.77,0.03,59.52
1981-05-04,13.60,0.00,2.14,1.97,0.00,0.00,0.00,0.00,-2.14,0.03,65.00
1981-05-05,17.80,0.00,2.79,1.57,0.00,0.00,0.00,0.00,-2.79,0.03,70.18
1981-05-06,15.80,0.00,2.48,1.42,0.00,0.00,0.00,0.00,-2.48,0.03,75.10
1981-05-07,12.50,0.00,2.03,0.94,0.00,0.00,0.00,0.00,-2.03,0.03,79.78
1981-05-08,11.40,0.00,1.91,0.76,0.00,0.00,0.00,0.00,-1.91,0.03,84.24
1981-05-09,11.10,0.00,1.88,0.54,0.00,0.00,0.00,0.00,-1.88,0.03,88.50
1981-05-10,12.20,0.00,2.03,0.39,0.00,0.00,0.00,0.00,-2.03,0.02,92.58
1981-05-11,16.40,63.50,2.64,18.11,63.50,0.00,0.00,0.00,60.86,11.99,34.78
1981-05-12,16.40,0.00,2.66,10.23,0.00,0.00,0.00,0.00,-2.66,0.06,5.05
1981-05-13,13.10,0.00,2.17,2.28,0.00,0.00,0.00,0.00,-2.17,0.06,14.52
1981-05-14,14.20,0.00,2.34,1.34,0.00,0.00,0.00,0.00,-2.34,0.05,23.14
1981-05-15,17.50,25.40,2.88,4.80,25.40,0.00,0.00,0.00,22.52,10.14,4.62
1981-05-16,19.40,0.00,3.26,6.22,0.00,0.00,0.00,0.00,-3.26,0.67,4.25
1981-05-17,13.60,0.00,2.28,1.73,0.00,0.00,0.00,0.00,-2.28,0.06,13.77
1981-05-18,13.60,0.00,2.29,1.18,0.00,0.00,0.00,0.00,-2.29,0.05,22.45
1981-05-19,13.30,0.00,2.26,0.87,0.00,0.00,0.00,0.00,-2.26,0.05,30.42
1981-05-20,11.70,0.00,2.06,0.73,0.00,0.00,0.00,0.00,-2.06,0.04,37.77
1981-05-21,14.20,0.00,2.41,0.61,0.00,0.00,0.00,0.00,-2.41,0.04,44.60
1981-05-22,15.00,0.00,2.54,0.50,0.00,0.00,0.00,0.00,-2.54,0.04,50.97
1981-05-23,17.20,0.00,2.92,0.41,0.00,0.00,0.00,0.00,-2.92,0.04,56.95
1981-05-24,16.90,0.00,2.88,0.31,0.00,0.00,0.00,0.00,-2.88,0.03,62.57
1981-05-25,20.30,0.00,3.57,0.27,0.00,0.00,0.00,0.00,-3.57,0.03,67.88
1981-05-26,22.20,0.00,4.03,0.20,0.00,0.00,0.00,0.00,-4.03,0.03,72.92
1981-05-27,23.10,0.00,4.28,0.21,0.00,0.00,0.00,0.00,-4.28,0.03,77.70
1981-05-28,23.60,0.00,4.42,0.18,0.00,0.00,0.00,0.00,-4.42,0.03,82.26
1981-05-29,21.70,0.00,3.95,0.25,0.00,0.00,0.00,0.00,-3.95,0.03,86.61
1981-05-30,19.70,0.00,3.50,0.16,0.00,0.00,0.00,0.00,-3.50,0.03,90.77
1981-05-31,23.30,0.00,4.38,0.16,0.00,0.00,0.00,0.00,-4.38,0.02,94.75
1981-06-01,17.80,0.00,3.12,0.02,0.00,0.00,0.00,0.00,-3.12,0.02,98.58
1981-06-02,18.10,22.90,3.19,2.76,22.90,0.00,0.00,0.00,19.71,0.38,75.98
1981-06-03,15.30,5.10,2.69,0.64,5.10,0.00,0.00,0.00,2.41,1.14,51.80
1981-06-04,17.20,0.00,3.03,0.79,0.00,0.00,0.00,0.00,-3.03,0.04,55.13
1981-06-05,21.40,0.00,3.94,0.30,0.00,0.00,0.00,0.00,-3.94,0.03,60.86
1981-06-06,22.50,0.00,4.23,0.24,0.00,0.00,0.00,0.00,-4.23,0.03,66.27
1981-06-07,21.10,0.00,3.89,0.18,0.00,0.00,0.00,0.00,-3.89,0.03,71.39
1981-06-08,17.20,0.00,3.06,0.05,0.00,0.00,0.00,0.00,-3.06,0.03,76.24
1981-06-09,20.00,2.50,3.65,0.59,2.50,0.00,0.00,0.00,-1.15,0.03,80.87
1981-06-10,21.90,0.00,4.11,0.31,0.00,0.00,0.00,0.00,-4.11,0.03,85.28
1981-06-11,17.50,0.00,3.13,0.20,0.00,0.00,0.00,0.00,-3.13,0.03,89.50
1981-06-12,20.60,0.00,3.80,0.03,0.00,0.00,0.00,0.00,-3.80,0.02,93.53
1981-06-13,22.20,0.00,4.20,0.01,0.00,0.00,0.00,0.00,-4.20,0.02,97.41
1981-06-14,22.20,17.80,4.21,2.13,17.80,0.00,0.00,0.00,13.59,0.53,78.45
1981-06-15,17.20,2.50,3.09,0.79,2.50,0.00,0.00,0.00,-0.59,0.03,69.29
1981-06-16,22.80,0.00,4.37,0.28,0.00,0.00,0.00,0.00,-4.37,0.03,74.25
1981-06-17,27.80,0.00,5.97,0.18,0.00,0.00,0.00,0.00,-5.97,0.03,78.97
1981-06-18,20.00,0.00,3.68,0.12,0.00,0.00,0.00,0.00,-3.68,0.03,83.47
1981-06-19,21.40,0.00,4.02,0.10,0.00,0.00,0.00,0.00,-4.02,0.03,87.76
1981-06-20,21.90,7.60,4.14,0.70,7.60,0.00,0.00,0.00,3.46,3.47,87.17
1981-06-21,21.10,0.00,3.94,0.27,0.00,0.00,0.00,0.00,-3.94,0.03,86.76
1981-06-22,23.30,2.50,4.52,0.61,2.50,0.00,0.00,0.00,-2.02,0.03,90.91
1981-06-23,24.70,0.00,4.93,0.20,0.00,0.00,0.00,0.00,-4.93,0.02,94.90
1981-06-24,19.40,0.00,3.55,0.13,0.00,0.00,0.00,0.00,-3.55,0.02,98.72
1981-06-25,20.80,20.30,3.87,2.76,20.30,0.00,0.00,0.00,16.43,6.01,83.23
1981-06-26,22.80,0.00,4.38,1.34,0.00,0.00,0.00,0.00,-4.38,0.03,62.62
1981-06-27,16.40,0.00,2.94,0.29,0.00,0.00,0.00,0.00,-2.94,0.03,67.93
1981-06-28,19.40,0.00,3.54,0.17,0.00,0.00,0.00,0.00,-3.54,0.03,72.96
1981-06-29,20.80,0.00,3.86,0.13,0.00,0.00,0.00,0.00,-3.86,0.03,77.74
1981-06-30,22.50,0.00,4.28,0.12,0.00,0.00,0.00,0.00,-4.28,0.03,82.30
1981-07-01,22.80,7.60,4.36,0.43,7.60,0.00,0.00,0.00,3.24,5.86,82.33
1981-07-02,23.90,0.00,4.66,0.24,0.00,0.00,0.00,0.00,-4.66,0.03,82.34
1981-07-03,23.90,0.00,4.65,0.13,0.00,0.00,0.00,0.00,-4.65,0.03,86.68
1981-07-04,25.00,43.20,4.97,7.16,43.20,0.00,0.00,0.00,38.23,1.15,27.04
1981-07-05,21.10,2.50,3.90,3.23,2.50,0.00,0.00,0.00,-1.40,0.06,9.73
1981-07-06,22.20,0.00,4.16,0.87,0.00,0.00,0.00,0.00,-4.16,0.05,18.77
1981-07-07,24.20,0.00,4.70,0.54,0.00,0.00,0.00,0.00,-4.70,0.05,27.03
1981-07-08,26.10,0.00,5.28,0.39,0.00,0.00,0.00,0.00,-5.28,0.05,34.64
1981-07-09,26.90,0.00,5.54,0.28,0.00,0.00,0.00,0.00,-5.54,0.04,41.68
1981-07-10,28.60,0.00,6.14,0.25,0.00,0.00,0.00,0.00,-6.14,0.04,48.25
1981-07-11,23.90,0.00,4.58,0.28,0.00,0.00,0.00,0.00,-4.58,0.04,54.39
1981-07-12,25.60,0.00,5.07,0.13,0.00,0.00,0.00,0.00,-5.07,0.03,60.16
1981-07-13,26.70,15.20,5.41,1.81,15.20,0.00,0.00,0.00,9.79,6.24,52.36
1981-07-14,26.10,0.00,5.20,0.70,0.00,0.00,0.00,0.00,-5.20,0.04,47.41
1981-07-15,21.10,0.00,3.80,0.13,0.00,0.00,0.00,0.00,-3.80,0.04,53.60
1981-07-16,20.60,0.00,3.68,0.13,0.00,0.00,0.00,0.00,-3.68,0.03,59.42
1981-07-17,21.70,0.00,3.92,0.10,0.00,0.00,0.00,0.00,-3.92,0.03,64.91
1981-07-18,23.60,0.00,4.40,0.09,0.00,0.00,0.00,0.00,-4.40,0.03,70.09
1981-07-19,25.30,0.00,4.87,0.07,0.00,0.00,0.00,0.00,-4.87,0.03,75.02
1981-07-20,25.80,25.40,5.01,2.13,25.40,0.00,0.00,0.00,20.39,1.48,54.74
1981-07-21,24.40,7.60,4.57,4.33,7.60,0.00,0.00,0.00,3.03,2.02,30.94
1981-07-22,24.40,0.00,4.56,0.54,0.00,0.00,0.00,0.00,-4.56,0.04,35.62
1981-07-23,20.80,0.00,3.63,0.20,0.00,0.00,0.00,0.00,-3.63,0.04,42.60
1981-07-24,20.00,0.00,3.44,0.13,0.00,0.00,0.00,0.00,-3.44,0.04,49.10
1981-07-25,20.60,0.00,3.56,0.10,0.00,0.00,0.00,0.00,-3.56,0.04,55.19
1981-07-26,21.90,0.00,3.84,0.09,0.00,0.00,0.00,0.00,-3.84,0.03,60.92
1981-07-27,25.30,22.90,4.72,5.75,22.90,0.00,0.00,0.00,18.18,5.96,42.57
1981-07-28,22.20,0.00,3.88,0.51,0.00,0.00,0.00,0.00,-3.88,0.05,29.58
1981-07-29,20.80,5.10,3.54,0.79,5.10,0.00,0.00,0.00,1.56,6.23,35.32
1981-07-30,19.40,0.00,3.23,0.17,0.00,0.00,0.00,0.00,-3.23,0.04,40.41
1981-07-31,20.30,0.00,3.40,0.13,0.00,0.00,0.00,0.00,-3.40,0.04,47.06
1981-08-01,21.10,0.00,3.56,0.10,0.00,0.00,0.00,0.00,-3.56,0.04,53.28
1981-08-02,21.90,0.00,3.72,0.08,0.00,0.00,0.00,0.00,-3.72,0.03,59.12
1981-08-03,22.80,0.00,3.91,0.06,0.00,0.00,0.00,0.00,-3.91,0.03,64.62
1981-08-04,22.20,0.00,3.75,0.06,0.00,0.00,0.00,0.00,-3.75,0.03,69.82
1981-08-05,24.70,10.20,4.36,2.44,10.20,0.00,0.00,0.00,5.84,4.59,66.98
1981-08-06,23.30,0.00,3.98,0.19,0.00,0.00,0.00,0.00,-3.98,0.03,64.30
1981-08-07,21.90,0.00,3.63,0.10,0.00,0.00,0.00,0.00,-3.63,0.03,69.52
1981-08-08,23.10,15.20,3.88,3.07,15.20,0.00,0.00,0.00,11.32,2.92,61.20
1981-08-09,20.00,0.00,3.19,0.79,0.00,0.00,0.00,0.00,-3.19,0.04,50.81
1981-08-10,23.60,0.00,3.96,0.18,0.00,0.00,0.00,0.00,-3.96,0.04,56.79
1981-08-11,24.40,0.00,4.14,0.12,0.00,0.00,0.00,0.00,-4.14,0.03,62.43
1981-08-12,25.00,0.00,4.28,0.37,0.00,0.00,0.00,0.00,-4.28,0.03,67.75
1981-08-13,20.60,0.00,3.24,0.17,0.00,0.00,0.00,0.00,-3.24,0.03,72.79
1981-08-14,22.20,0.00,3.55,0.11,0.00,0.00,0.00,0.00,-3.55,0.03,77.58
1981-08-15,23.90,0.00,3.92,0.10,0.00,0.00,0.00,0.00,-3.92,0.03,82.14
1981-08-16,24.70,0.00,4.10,0.12,0.00,0.00,0.00,0.00,-4.10,0.03,86.49
1981-08-17,20.30,0.00,3.10,0.08,0.00,0.00,0.00,0.00,-3.10,0.03,90.66
1981-08-18,16.90,0.00,2.50,0.03,0.00,0.00,0.00,0.00,-2.50,0.02,94.65
1981-08-19,18.90,0.00,2.81,0.00,0.00,0.00,0.00,0.00,-2.81,0.02,98.48
1981-08-20,20.30,0.00,3.04,0.00,0.00,0.00,0.00,0.00,-3.04,0.02,102.17
1981-08-21,18.30,0.00,2.67,0.00,0.00,0.00,0.00,0.00,-2.67,0.02,105.71
1981-08-22,20.30,0.00,3.01,0.00,0.00,0.00,0.00,0.00,-3.01,0.02,109.14
1981-08-23,18.10,0.00,2.61,0.00,0.00,0.00,0.00,0.00,-2.61,0.02,112.44
1981-08-24,20.00,0.00,2.91,0.00,0.00,0.00,0.00,0.00,-2.91,0.02,115.63
1981-08-25,19.70,0.00,2.84,0.00,0.00,0.00,0.00,0.00,-2.84,0.02,118.73
1981-08-26,20.00,0.00,2.88,0.00,0.00,0.00,0.00,0.00,-2.88,0.02,121.72
1981-08-27,20.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,-2.86,0.02,124.62
1981-08-28,22.50,0.00,3.31,0.00,0.00,0.00,0.00,0.00,-3.31,0.02,127.44
1981-08-29,22.50,0.00,3.29,0.00,0.00,0.00,0.00,0.00,-3.29,0.02,130.18
1981-08-30,23.90,2.50,3.57,0.02,2.50,0.00,0.00,0.00,-1.07,0.02,132.84
1981-08-31,23.10,0.00,3.37,0.13,0.00,0.00,0.00,0.00,-3.37,0.02,135.43
1981-09-01,21.90,0.00,3.11,0.09,0.00,0.00,0.00,0.00,-3.11,0.02,137.96
1981-09-02,22.80,0.00,3.26,0.09,0.00,0.00,0.00,0.00,-3.26,0.01,140.41
1981-09-03,20.30,0.00,2.78,0.07,0.00,0.00,0.00,0.00,-2.78,0.01,142.81
1981-09-04,19.70,0.00,2.66,0.06,0.00,0.00,0.00,0.00,-2.66,0.01,145.15
1981-09-05,18.60,0.00,2.46,0.06,0.00,0.00,0.00,0.00,-2.46,0.01,147.43
1981-09-06,20.60,0.00,2.77,0.03,0.00,0.00,0.00,0.00,-2.77,0.01,149.66
1981-09-07,20.80,0.00,2.78,0.03,0.00,0.00,0.00,0.00,-2.78,0.01,151.84
1981-09-08,20.60,20.30,2.73,4.33,20.30,0.00,0.00,0.00,17.57,1.83,129.48
1981-09-09,19.20,0.00,2.48,1.89,0.00,0.00,0.00,0.00,-2.48,0.02,104.14
1981-09-10,15.00,0.00,1.90,0.15,0.00,0.00,0.00,0.00,-1.90,0.02,107.61
1981-09-11,15.80,0.00,1.98,0.12,0.00,0.00,0.00,0.00,-1.98,0.02,110.96
1981-09-12,20.60,0.00,2.65,0.12,0.00,0.00,0.00,0.00,-2.65,0.02,114.20
1981-09-13,20.80,0.00,2.67,0.09,0.00,0.00,0.00,0.00,-2.67,0.02,117.34
1981-09-14,20.30,0.00,2.56,0.08,0.00,0.00,0.00,0.00,-2.56,0.02,120.38
1981-09-15,23.60,12.70,3.12,0.51,12.70,0.00,0.00,0.00,9.58,1.49,112.24
1981-09-16,17.20,17.80,2.08,9.45,17.80,0.00,0.00,0.00,15.72,6.33,76.79
1981-09-17,15.30,0.00,1.84,1.10,0.00,0.00,0.00,0.00,-1.84,0.03,61.10
1981-09-18,16.70,0.00,1.99,3.54,0.00,0.00,0.00,0.00,-1.99,0.03,66.50
1981-09-19,16.10,0.00,1.90,0.79,0.00,0.00,0.00,0.00,-1.90,0.03,71.60
1981-09-20,14.20,0.00,1.68,0.37,0.00,0.00,0.00,0.00,-1.68,0.03,76.45
1981-09-21,14.20,0.00,1.67,0.25,0.00,0.00,0.00,0.00,-1.67,0.03,81.06
1981-09-22,14.20,0.00,1.65,0.28,0.00,0.00,0.00,0.00,-1.65,0.03,85.47
1981-09-23,16.70,0.00,1.92,0.33,0.00,0.00,0.00,0.00,-1.92,0.03,89.67
1981-09-24,12.50,0.00,1.47,0.13,0.00,0.00,0.00,0.00,-1.47,0.02,93.71
1981-09-25,11.90,0.00,1.40,0.09,0.00,0.00,0.00,0.00,-1.40,0.02,97.58
1981-09-26,14.40,0.00,1.62,0.09,0.00,0.00,0.00,0.00,-1.62,0.02,101.29
1981-09-27,15.80,0.00,1.76,0.09,0.00,0.00,0.00,0.00,-1.76,0.02,104.88
1981-09-28,18.90,0.00,2.11,0.09,0.00,0.00,0.00,0.00,-2.11,0.02,108.33
1981-09-29,10.60,0.00,1.25,0.09,0.00,0.00,0.00,0.00,-1.25,0.02,111.66
1981-09-30,10.00,0.00,1.20,0.06,0.00,0.00,0.00,0.00,-1.20,0.02,114.88
1981-10-01,10.00,10.20,1.19,0.02,10.20,0.00,0.00,0.00,9.01,3.28,109.68
1981-10-02,12.20,5.10,1.35,3.15,5.10,0.00,0.00,0.00,3.75,3.17,88.45
1981-10-03,10.60,0.00,1.21,0.32,0.00,0.00,0.00,0.00,-1.21,0.03,89.27
1981-10-04,7.80,0.00,1.01,0.13,0.00,0.00,0.00,0.00,-1.01,0.02,93.32
1981-10-05,9.40,0.00,1.11,0.14,0.00,0.00,0.00,0.00,-1.11,0.02,97.20
1981-10-06,15.30,10.20,1.59,0.42,10.20,0.00,0.00,0.00,8.61,4.19,88.10
1981-10-07,14.40,0.00,1.49,1.10,0.00,0.00,0.00,0.00,-1.49,0.03,81.92
1981-10-08,11.70,0.00,1.25,0.18,0.00,0.00,0.00,0.00,-1.25,0.03,86.28
1981-10-09,8.30,0.00,1.00,0.10,0.00,0.00,0.00,0.00,-1.00,0.03,90.45
1981-10-10,8.30,0.00,0.99,0.05,0.00,0.00,0.00,0.00,-0.99,0.02,94.45
1981-10-11,7.50,0.00,0.94,0.03,0.00,0.00,0.00,0.00,-0.94,0.02,98.29
1981-10-12,8.10,0.00,0.97,0.01,0.00,0.00,0.00,0.00,-0.97,0.02,101.99
1981-10-13,5.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,-0.79,0.02,105.54
1981-10-14,6.90,0.00,0.88,0.00,0.00,0.00,0.00,0.00,-0.88,0.02,108.97
1981-10-15,8.90,0.00,0.99,0.00,0.00,0.00,0.00,0.00,-0.99,0.02,112.28
1981-10-16,8.30,0.00,0.95,0.00,0.00,0.00,0.00,0.00,-0.95,0.02,115.48
1981-10-17,11.70,0.00,1.16,0.00,0.00,0.00,0.00,0.00,-1.16,0.02,118.57
1981-10-18,8.90,20.30,0.97,2.60,20.30,0.00,0.00,0.00,19.33,2.37,97.62
1981-10-19,9.40,0.00,0.99,1.57,0.00,0.00,0.00,0.00,-0.99,0.03,71.56
1981-10-20,3.90,0.00,0.70,0.28,0.00,0.00,0.00,0.00,-0.70,0.03,76.40
1981-10-21,5.60,0.00,0.77,0.17,0.00,0.00,0.00,0.00,-0.77,0.03,81.02
1981-10-22,10.30,0.00,1.02,0.14,0.00,0.00,0.00,0.00,-1.02,0.03,85.42
1981-10-23,12.50,15.20,1.16,1.50,15.20,0.00,0.00,0.00,14.04,2.84,67.01
1981-10-24,7.80,0.00,0.86,1.34,0.00,0.00,0.00,0.00,-0.86,0.04,57.38
1981-10-25,4.20,0.00,0.69,0.39,0.00,0.00,0.00,0.00,-0.69,0.03,62.98
1981-10-26,6.90,10.20,0.80,2.36,10.20,0.00,0.00,0.00,9.40,2.10,55.56
1981-10-27,12.80,33.00,1.15,11.02,33.00,0.00,0.00,0.00,31.85,1.21,12.84
1981-10-28,15.30,0.00,1.33,5.51,0.00,0.00,0.00,0.00,-1.33,0.06,5.06
1981-10-29,10.80,0.00,1.00,1.18,0.00,0.00,0.00,0.00,-1.00,0.06,14.53
1981-10-30,6.90,0.00,0.78,0.68,0.00,0.00,0.00,0.00,-0.78,0.05,23.15
1981-10-31,7.50,0.00,0.80,0.50,0.00,0.00,0.00,0.00,-0.80,0.05,31.06
1981-11-01,8.30,0.00,0.84,0.41,0.00,0.00,0.00,0.00,-0.84,0.04,38.36
1981-11-02,9.20,0.00,0.88,0.35,0.00,0.00,0.00,0.00,-0.88,0.04,45.15
1981-11-03,12.20,0.00,1.05,0.28,0.00,0.00,0.00,0.00,-1.05,0.04,51.49
1981-11-04,9.20,0.00,0.86,0.26,0.00,0.00,0.00,0.00,-0.86,0.04,57.43
1981-11-05,10.80,0.00,0.95,0.24,0.00,0.00,0.00,0.00,-0.95,0.03,63.03
1981-11-06,10.30,12.70,0.91,2.60,12.70,0.00,0.00,0.00,11.79,5.28,53.07
1981-11-07,8.60,0.00,0.82,0.61,0.00,0.00,0.00,0.00,-0.82,0.04,45.10
1981-11-08,6.40,0.00,0.71,0.43,0.00,0.00,0.00,0.00,-0.71,0.04,51.44
1981-11-09,6.90,0.00,0.72,0.39,0.00,0.00,0.00,0.00,-0.72,0.04,57.39
1981-11-10,7.80,0.00,0.76,0.35,0.00,0.00,0.00,0.00,-0.76,0.03,62.99
1981-11-11,3.30,0.00,0.57,0.30,0.00,0.00,0.00,0.00,-0.57,0.03,68.28
1981-11-12,5.60,0.00,0.65,0.28,0.00,0.00,0.00,0.00,-0.65,0.03,73.29
1981-11-13,2.50,0.00,0.54,0.24,0.00,0.00,0.00,0.00,-0.54,0.03,78.06
1981-11-14,3.90,0.00,0.58,0.24,0.00,0.00,0.00,0.00,-0.58,0.03,82.60
1981-11-15,10.00,10.20,0.84,0.87,10.20,0.00,0.00,0.00,9.36,4.76,74.91
1981-11-16,9.70,0.00,0.82,1.34,0.00,0.00,0.00,0.00,-0.82,0.03,66.68
1981-11-17,5.80,0.00,0.64,0.57,0.00,0.00,0.00,0.00,-0.64,0.03,71.77
1981-11-18,6.10,2.50,0.65,0.51,2.50,0.00,0.00,0.00,1.85,2.05,73.38
1981-11-19,9.40,0.00,0.79,0.39,0.00,0.00,0.00,0.00,-0.79,0.03,76.44
1981-11-20,10.30,15.20,0.83,1.42,15.20,0.00,0.00,0.00,14.37,2.90,67.09
1981-11-21,7.80,2.50,0.71,0.76,2.50,0.00,0.00,0.00,1.79,5.10,47.23
1981-11-22,5.00,5.10,0.59,0.51,5.10,0.00,0.00,0.00,4.51,3.91,45.42
1981-11-23,3.10,0.00,0.52,0.43,0.00,0.00,0.00,0.00,-0.52,0.04,47.25
1981-11-24,-1.90,0.00,0.38,0.38,0.00,0.00,0.00,0.00,-0.38,0.04,53.46
1981-11-25,-0.80,0.00,0.41,0.35,0.00,0.00,0.00,0.00,-0.41,0.03,59.29
1981-11-26,-1.10,0.00,0.40,0.29,0.00,0.00,0.00,0.00,-0.40,0.03,64.78
1981-11-27,0.30,0.00,0.43,0.31,0.00,0.00,0.00,0.00,-0.43,0.03,69.97
1981-11-28,6.90,0.00,0.65,0.31,0.00,0.00,0.00,0.00,-0.65,0.03,74.90
1981-11-29,2.50,0.00,0.49,0.26,0.00,0.00,0.00,0.00,-0.49,0.03,79.59
1981-11-30,2.80,0.00,0.50,0.19,0.00,0.00,0.00,0.00,-0.50,0.03,84.06
1981-12-01,-1.70,22.90,0.37,3.86,0.05,0.00,228.49,22.85,-0.32,0.03,88.33
1981-12-02,2.20,20.30,0.47,13.38,21.28,9.28,218.71,21.87,20.81,4.38,30.90
1981-12-03,6.10,0.00,0.60,1.89,1.72,16.73,201.47,20.15,1.12,7.97,0.16
1981-12-04,3.10,0.00,0.50,1.02,0.90,8.50,192.45,19.25,0.40,10.90,0.01
1981-12-05,3.90,0.00,0.52,0.71,1.12,10.70,181.25,18.12,0.60,8.22,0.07
1981-12-06,2.80,0.00,0.48,0.53,0.82,7.68,173.06,17.31,0.34,2.07,1.73
1981-12-07,0.80,0.00,0.43,0.43,0.27,2.19,170.36,17.04,-0.16,0.06,5.05
1981-12-08,3.90,5.10,0.52,0.87,6.62,14.72,155.13,15.51,6.10,7.76,0.06
1981-12-09,1.90,0.00,0.46,0.55,0.57,5.21,149.41,14.94,0.11,12.99,0.00
1981-12-10,-2.50,7.60,0.34,0.36,0.05,5.21,224.91,22.49,-0.29,0.67,4.25
1981-12-11,-1.90,0.00,0.36,0.28,0.05,5.21,224.40,22.44,-0.31,0.06,13.77
1981-12-12,0.30,0.00,0.41,0.25,0.13,0.82,223.07,22.31,-0.28,0.05,22.45
1981-12-13,-2.20,2.50,0.35,0.21,0.05,0.82,247.56,24.76,-0.30,0.05,30.42
